,key,value
11403,이뭐,1
11404,이뭐가,1
11405,이뭐대단,1
11406,이뭐이,-1
11407,이미국,0
11408,이미국에서,0
11409,이배,1
11410,이번식,1
11411,이번식하,1
11412,이벌어지,-1
11413,이벌어지ㄴ듯,1
11414,이부각,-1
11415,이부르트,1
11416,이부르트고,1
11417,이부족,-1
11418,이부족하,-1
11419,이불,1
11420,이비슷,1
11421,이비슷하,1
11422,이빠르,1
11423,이사실,0
11424,이사실이,0
11425,이상쾌,1
11426,이상쾌하,1
11427,이새롭,1
11428,이새롭게,1
11429,이생겨나,0
11430,이생기,-1
11431,이서로,-1
11432,이서로엇나가,-1
11433,이서울,0
11434,이서울에,0
11435,이쉽,1
11436,이쉽게,1
11437,이시작,-1
11438,이시작되,-1
11439,이시집,1
11440,이시집갈피,1
11441,이쏟아지,1
11442,이쏠리,1
11443,이쏴아아,1
11444,이쏴아아열리,1
11445,이씁쓸,-1
11446,이씁쓸하,-1
11447,이아이,-1
11448,이아이들,-1
11449,이안,-1
11450,이안되,1
11451,이안되,-1
11452,이알,1
11453,이알게,1
11454,이앞서,-1
11455,이약하,-1
11456,이얼마나,-1
11457,이얼마나어렵,-1
11458,이없,-1
11459,이없는,-1
11460,이없답니다,-1
11461,이없어,-1
11462,이없지,-1
11463,이없이,1
11464,이여물,1
11465,이여물ㄴ,1
11466,이여지,-1
11467,이여지없이,-1
11468,이오,0
11469,이오ㄹ,0
11470,이외국,-1
11471,이외국에,-1
11472,이우리,-1
11473,이우리를,-1
11474,이우리식탁,-1
11475,이우선,-1
11476,이우선하,-1
11477,이위기,-1
11478,이위기를,-1
11479,이이,0
11480,이이지역,0
11481,이이기,-1
11482,이이기었,-1
11483,이일,-1
11484,이일반,1
11485,이일반화,1
11486,이일어나,0
11487,이일어나ㄹ,0
11488,이있,1
11489,이있,-1
11490,이있는,-1
11491,이있다,0
11492,이있다면,-1
11493,이적,-1
11494,이적지,-1
11495,이전국,1
11496,이전국적,1
11497,이전시장,1
11498,이전시장으로,1
11499,이점점,-1
11500,이점점깊,-1
11501,이접근,1
11502,이접근하,1
11503,이제대로,1
11504,이제대로보이,1
11505,이제시,-1
11506,이제시되,-1
11507,이제아무리,-1
11508,이제아무리높,-1
11509,이조성,-1
11510,이조성되,-1
11511,이존재,1
11512,이존재하,1
11513,이좋,1
11514,이좋아,1
11515,이좋았,1
11516,이주로,-1
11517,이주로호소,-1
11518,이지,-1
11519,이지나치,-1
11520,이지나치게,-1
11521,이찾아오,1
11522,이처음,-1
11523,이처음은,-1
11524,이충실,1
11525,이충실하,1
11526,이치열,1
11527,이치열하,1
11528,이크,-1
11529,이크게,-1
11530,이텍스트,1
11531,이텍스트가,1
11532,이통하,-1
11533,이통하지,-1
11534,이팔리,1
11535,이편중,0
11536,이편중되,0
11537,이필요,-1
11538,이필요하,-1
11539,이한,-1
11540,이한번,-1
11541,이함께,1
11542,이함께하,1
11543,이항생,1
11544,이항생물질,1
11545,이해외,0
11546,이해외로,0
11547,이해이,-1
11548,이해이되,-1
11549,이허물,1
11550,이허물어,1
11551,이환하,1
11552,이환하아,1
11553,이흉내,-1
11554,이흉내내,-1
11555,이흐르,-1
11556,이흐르ㄴ,-1
11557,이흐르ㄴ다,-1
11558,이힘들,-1
11559,이힘들ㄹ,-1
11560,이,-1
11561,이결단,-1
11562,이결단을,-1
11563,이말,-1
11564,이말도,-1
11565,이상쾌,1
11566,이상쾌하,1
11567,이세상,-1
11568,이세상에,-1
11569,이시집,-1
11570,이시집을,-1
11571,이음악,-1
11572,이음악은,-1
11573,이지구,-1
11574,이지구를,-1
11575,이지역,0
11576,이지역호텔,0
11577,이집,1
11578,이집은,1
11579,이행사,1
11580,이행사를,1
11581,이,1
11582,이같,-1
11583,이같은,-1
11584,이들,1
11585,이들기능,1
11586,이를피하,1
11587,이에,1
11588,이에따르,1
11589,이,1
11590,이거나,-1
11591,이거나가족,-1
11592,이겠,1
11593,이겠느냐고,1
11594,이고,1
11595,이고예술,1
11596,이고존재,1
11597,이기,-1
11598,이기도,-1
11599,이ㄴ,1
11600,이ㄴ것,0
11601,이ㄴ관계,-1
11602,이ㄴ내,0
11603,이ㄴ논쟁점,1
11604,이ㄴ면,1
11605,이ㄴ배창호,-1
11606,이ㄴ복수,-1
11607,이ㄴ사랑,1
11608,이ㄴ선진국,1
11609,이ㄴ성과물,1
11610,이ㄴ셈,0
11611,이ㄴ영감,1
11612,이ㄴ우리,-1
11613,이ㄴ인기,1
11614,이ㄴ정책,-1
11615,이ㄴ줄,-1
11616,이ㄴ처지,-1
11617,이ㄴ키히카,-1
11618,이ㄴ태도,1
11619,이ㄴ특징,1
11620,이ㄴ풍물,1
11621,이ㄴ들,1
11622,이ㄴ들뚫,1
11623,이ㄴ지,-1
11624,이ㄴ지알,-1
11625,이ㄴ지이해,-1
11626,이냐,1
11627,이다,-1
11628,이든,1
11629,이든지,-1
11630,이든지자유,1
11631,이든지현실,-1
11632,이ㄹ,-1
11633,이ㄹ것,1
11634,이ㄹ뿐,-1
11635,이라고,1
11636,이라고단정,1
11637,이라고생각,-1
11638,이라고하,1
11639,이라는말,-1
11640,이라는이상,1
11641,이라도,-1
11642,이라도어리광,-1
11643,이라면,-1
11644,이라면쉽,-1
11645,이ㅁ,-1
11646,이ㅁ은,-1
11647,이며,1
11648,이며거울,1
11649,이며주전자,1
11650,이며희생자,-1
11651,이면서,1
11652,이면서도,1
11653,이면서만화,1
11654,이ㅂ니다,1
11655,이야,-1
11656,이어야,0
11657,이어야하,0
11658,이었,1
11659,이었고,1
11660,이었다,-1
11661,이었던,0
11662,이었습니다,1
11663,이자,-1
11664,이자도전,-1
11665,이지요,0
11666,이것,-1
11667,이것도,-1
11668,이것도저것,-1
11669,이견,-1
11670,이견이,-1
11671,이견이있,-1
11672,이권,-1
11673,이권개입,-1
11674,이글거리,0
11675,이기,-1
11676,이기가,-1
11677,이기가극대,-1
11678,이기적,-1
11679,이기적이,-1
11680,이기,-1
11681,이기었,-1
11682,이기었구나,-1
11683,이끌,1
11684,이끌어,1
11685,이끌어가,1
11686,이나,0
11687,이나생각,1
11688,이나생각을,1
11689,이나이빨,0
11690,이나이빨에,0
11691,이나,-1
11692,이나되,-1
11693,이나지나,-1
11694,이나지나았,-1
11695,이념,1
11696,이념적,1
11697,이념적공백,1
11698,이라고,-1
11699,이라고단언,-1
11700,이라고단언하,-1
11701,이라고밝히,1
11702,이라고지적,-1
11703,이라고지적하,-1
11704,이라고해명,0
11705,이라고해명하,0
11706,이런,1
11707,이런깨우치,1
11708,이런깨우치ㅁ,1
11709,이런깨치,1
11710,이런깨치ㅁ,1
11711,이런성향,1
11712,이런성향의도,1
11713,이런저런,1
11714,이런저런얘기,1
11715,이런저런얘기들,1
11716,이렇다,-1
11717,이렇다하,-1
11718,이롭,1
11719,이루,-1
11720,이루말,-1
11721,이루말하,-1
11722,이루,1
11723,이루ㄴ,1
11724,이루ㄴ성과,1
11725,이루었,-1
11726,이루었다,-1
11727,이름,-1
11728,이름이,-1
11729,이름이ㄹ,-1
11730,이름나,1
11731,이름나ㄴ,1
11732,이리,1
11733,이리사랑,1
11734,이리사랑하,1
11735,이목,1
11736,이미,1
11737,이미동료,1
11738,이미동료상담,1
11739,이미예상,1
11740,이미예상되,1
11741,이민자,-1
11742,이민자들,-1
11743,이민자들처지,-1
11744,이번,-1
11745,이번이,-1
11746,이번이처음,-1
11747,이벤트,1
11748,이벤트가,1
11749,이벤트가어우러지,1
11750,이벤트이,1
11751,이빨,0
11752,이빨에,0
11753,이빨에통증,0
11754,이상,-1
11755,이상가,0
11756,이상가는,0
11757,이상교통,-1
11758,이상교통사고,-1
11759,이상두,-1
11760,이상두고,-1
11761,이상뒤떨어지,-1
11762,이상보,-1
11763,이상보ㄹ,-1
11764,이상에,1
11765,이상에부합,1
11766,이상하,-1
11767,이상확실,1
11768,이상확실하,1
11769,이상,-1
11770,이상하,-1
11771,이색,1
11772,이색적,1
11773,이색적이,1
11774,이야기,1
11775,이야기로서,-1
11776,이야기로서의,-1
11777,이야기를,1
11778,이야기를나누,1
11779,이야기를읽,0
11780,이야기를풀,1
11781,이야기하,1
11782,이어지,1
11783,이역만리,1
11784,이역만리에서,1
11785,이역만리에서억울,1
11786,이용,1
11787,이용가치,1
11788,이용가치가,1
11789,이용하,1
11790,이용하면,1
11791,이용법,1
11792,이용법을,1
11793,이용법을교육,1
11794,이유,-1
11795,이유가,-1
11796,이유가없,-1
11797,이유이,-1
11798,이유이고,1
11799,이유이었,-1
11800,이유이지요,0
11801,이전,1
11802,이전부터,1
11803,이전부터여성,1
11804,이제,-1
11805,이제너무,-1
11806,이제너무듣,-1
11807,이제다시,1
11808,이제다시새롭,1
11809,이제소수,-1
11810,이제소수의,-1
11811,이제아무,-1
11812,이제아무것,-1
11813,이제,1
11814,이제ㄴ,1
11815,이제ㄴ근절,1
11816,이제부터ㄴ,1
11817,이채,1
11818,이채롭,1
11819,이치,1
11820,이한탁,1
11821,이한탁씨,1
11822,이해,-1
11823,이해는,-1
11824,이해는하,-1
11825,이해되,-1
11826,이해되지,-1
11827,이해하,-1
11828,이해하아,-1
11829,이해하지,-1
11830,이해득실,1
11831,이해득실을,1
11832,이해득실을꼼꼼,1
11833,이후,-1
11834,이후로,-1
11835,이후로는,-1
11836,익사,-1
11837,익사위험,-1
11838,익살,1
11839,익살스럽,1
11840,익숙,1
11841,익숙하,1
11842,익숙하ㄴ,1
11843,익숙하아,1
11844,인,1
11845,인하,1
11846,인하ㄴ,1
11847,인간,-1
11848,인간답,1
11849,인간들,1
11850,인간들보다,1
11851,인간은,-1
11852,인간은기술,-1
11853,인간의,-1
11854,인간의감각,-1
11855,인간애,1
11856,인건비,-1
11857,인건비부담,-1
11858,인건비부담이,-1
11859,인권,1
11860,인기,1
11861,인기가도,1
11862,인기가도를,1
11863,인기높,1
11864,인기를,1
11865,인기를끌,1
11866,인기를누리,1
11867,인기를모으,1
11868,인기를얻,1
11869,인기이,1
11870,인기작,1
11871,인력난,-1
11872,인상,1
11873,인상을,-1
11874,인상을주,-1
11875,인상적,1
11876,인상적이,1
11877,인생,-1
11878,인생은,-1
11879,인생은죽음,-1
11880,인생을,1
11881,인생을한데,1
11882,인식,1
11883,인식등,1
11884,인식등을,1
11885,인식을,1
11886,인식을같이,1
11887,인식의,1
11888,인식의세계,1
11889,인식이,1
11890,인식이새롭,1
11891,인식하,-1
11892,인식하는,-1
11893,인원,-1
11894,인원의,1
11895,인원이,-1
11896,인원이너무,-1
11897,인정,1
11898,인정되,-1
11899,인정되지,-1
11900,인정을,1
11901,인정을받,1
11902,인정하,1
11903,인정받,1
11904,인종,-1
11905,인종차별,-1
11906,인터뷰,-1
11907,인터뷰를,-1
11908,인터뷰를하,-1
11909,일,-1
11910,일아니,1
11911,일아니ㅂ니까,1
11912,일을,-1
11913,일을계속,0
11914,일을그르치,-1
11915,일이,-1
11916,일이아니,-1
11917,일이,-1
11918,일이없이,1
11919,일이있,-1
11920,일이,-1
11921,일이겠,1
11922,일이ㄴ지,-1
11923,일하,1
11924,일하겠,1
11925,일,-1
11926,일우호,-1
11927,일우호관계,-1
11928,일,-1
11929,일관,1
11930,일관되,1
11931,일깨우,-1
11932,일깨우고,-1
11933,일깨우고욕망,-1
11934,일깨우어,-1
11935,일깨우어주,-1
11936,일반,-1
11937,일반적,-1
11938,일반적욕망,-1
11939,일반화,1
11940,일반화하,1
11941,일방,-1
11942,일방추진,-1
11943,일본,1
11944,일본과,1
11945,일본과미국,1
11946,일본유수,1
11947,일본유수의,1
11948,일본군,-1
11949,일본군으로,-1
11950,일본군으로간주,-1
11951,일부,-1
11952,일부액수,-1
11953,일부액수만,-1
11954,일부에,-1
11955,일부에불과,-1
11956,일삼,-1
11957,일삼고,-1
11958,일삼고있,-1
11959,일색,-1
11960,일색이,-1
11961,일어나,-1
11962,일어나ㄹ,0
11963,일어나ㄹ때,0
11964,일으키,-1
11965,일으키어서,-1
11966,일으키어서고립무원,-1
11967,일정,-1
11968,일정하,-1
11969,일정하지,-1
11970,일직선,-1
11971,일직선시멘트,-1
11972,일직선시멘트길,-1
11973,일찍,-1
11974,일찍나가,-1
11975,일찍나가는,-1
11976,일체,1
11977,일체의,1
11978,일체의사회,1
11979,일치,1
11980,일터,-1
11981,일터에,-1
11982,일터에꿀단지,-1
11983,읽,0
11984,읽게,1
11985,읽게쓰,1
11986,읽고,0
11987,읽고자라,0
11988,읽다가,0
11989,읽으면,1
11990,읽으면전혀,1
11991,읽히,1
11992,잃,-1
11993,잃어버리,1
11994,잃어버리ㄴ,1
11995,잃어버리ㄴ자아,1
11996,임금,1
11997,임금남성,1
11998,임금남성의,1
11999,임금노동자,1
12000,임금노동자가,1
12001,임금심위,1
12002,임금심위에,1
12003,임금의,1
12004,임금의적정,1
12005,임금제,1
12006,임금제의,1
12007,임금제의도입,1
12008,임산물,1
12009,임하,1
12010,입,-1
12011,입문지르,-1
12012,입문지르며,-1
12013,입에,-1
12014,입에올리,-1
12015,입에서,-1
12016,입에서욕,-1
12017,입을,1
12018,입을모으,1
12019,입,1
12020,입는,1
12021,입는남성,1
12022,입자,1
12023,입국자,-1
12024,입국자가,-1
12025,입국자가늘,-1
12026,입력,1
12027,입력되,1
12028,입력되ㄴ,1
12029,입술,-1
12030,입술빨,-1
12031,입술빨고,-1
12032,입술이,1
12033,입술이부르트,1
12034,입시,-1
12035,입시부정,-1
12036,입장,-1
12037,입장이,-1
12038,입증,0
12039,입증하,0
12040,입히,-1
12041,잇따르,-1
12042,있,1
12043,있는,1
12044,있는이한탁,1
12045,있게,1
12046,있게기회,1
12047,있게하,1
12048,있기,1
12049,있기를,1
12050,있나,1
12051,있는,1
12052,있는것,1
12053,있는기회,1
12054,있는듯,-1
12055,있는미화원,1
12056,있는사람,-1
12057,있는연극,1
12058,있는일,1
12059,있는지,1
12060,있는지좀,1
12061,있다,1
12062,있다,0
12063,있다는,1
12064,있다는보람,1
12065,있다는데,1
12066,있다는데작,1
12067,있다면,-1
12068,있어,-1
12069,있어반드시,-1
12070,있었,1
12071,있었다,-1
12072,있었다,1
12073,있었습니다,1
12074,있음,1
12075,있지만,-1
12076,있지만순례자,-1
12077,있,-1
12078,있는,-1
12079,있는가장,-1
12080,있는것,-1
12081,있는군도,-1
12082,있는상황,-1
12083,있는소위,-1
12084,있는어린이,0
12085,있는쪽,-1
12086,있는터번,1
12087,있는형편,-1
12088,있는데,0
12089,있다,1
12090,있다,-1
12091,있습니다,-1
12092,있어,-1
12093,있어균,1
12094,있어생활,-1
12095,있었,1
12096,있었다,-1
12097,있었습니다,1
12098,있었지만,1
12099,잉태,-1
12100,잊,-1
12101,잊고,-1
12102,잊고살,-1
12103,잊어서,0
12104,잊어서는,0
12105,잊히,1
12106,잊히어,1
12107,잊히어지,1
12108,자,-1
12109,자도전,-1
12110,자도전이,-1
12111,자,-1
12112,자들,-1
12113,자들만,-1
12114,자,-1
12115,자는,-1
12116,자는습관,-1
12117,자다,0
12118,자다말,0
12119,자고의견,1
12120,자고의견을,1
12121,자구,-1
12122,자구운동,-1
12123,자구운동이,-1
12124,자구책,1
12125,자구책움직임,1
12126,자그맣,1
12127,자극,1
12128,자극성,1
12129,자극성이,1
12130,자극시키,-1
12131,자극하,1
12132,자긍,1
12133,자긍심,1
12134,자기,-1
12135,자기도,-1
12136,자기도모르,-1
12137,자기들,1
12138,자기들의,1
12139,자기숭배,-1
12140,자기숭배를,-1
12141,자기와*,1
12142,자기와*현실,1
12143,자기중얼거리,-1
12144,자기중얼거리ㅁ,-1
12145,자꾸,-1
12146,자꾸고리타분,-1
12147,자꾸고리타분하,-1
12148,자꾸놓치,-1
12149,자녀,1
12150,자녀결혼식,1
12151,자녀결혼식에,1
12152,자니,-1
12153,자니몹시,-1
12154,자니몹시쓰,-1
12155,자동차,1
12156,자동차등록,1
12157,자동차등록대수,1
12158,자라,-1
12159,자라ㄹ까,0
12160,자라았,-1
12161,자라았지,-1
12162,자랑,1
12163,자랑스럽,1
12164,자랑스럽게,1
12165,자랑스레,1
12166,자리,1
12167,자리로,1
12168,자리로돌아오,1
12169,자리를,1
12170,자리를잡,-1
12171,자리를잡아가,1
12172,자리에서,1
12173,자리잡,1
12174,자면,-1
12175,자면길,-1
12176,자면길에서,-1
12177,자백,-1
12178,자백하,-1
12179,자본주의,-1
12180,자본주의의,-1
12181,자본주의의선전,-1
12182,자비,1
12183,자비롭,1
12184,자상,1
12185,자상하,1
12186,자세,1
12187,자세로,1
12188,자세로임하,1
12189,자세히,1
12190,자세히소개,1
12191,자세히소개하,1
12192,자신,-1
12193,자신도,-1
12194,자신도모르,-1
12195,자신을,1
12196,자신을상실,1
12197,자신의,1
12198,자신의나이,1
12199,자신의몸,-1
12200,자신의세계,1
12201,자신이,-1
12202,자신이없,-1
12203,자신만만,1
12204,자신만만하,1
12205,자신만만하ㄴ,1
12206,자아,1
12207,자아실현,1
12208,자아실현을,1
12209,자아와,1
12210,자아와삶,1
12211,자아내,1
12212,자아내기,1
12213,자아내기에,1
12214,자연,1
12215,자연과,1
12216,자연과예술,1
12217,자연스럽,1
12218,자연스럽게,1
12219,자연스럽ㄴ,1
12220,자연학습,1
12221,자연학습기회,1
12222,자원,1
12223,자원봉사자,1
12224,자유,1
12225,자유로,1
12226,자유로바꾸,1
12227,자유롭,1
12228,자유롭게,1
12229,자유롭지,-1
12230,자유민주주의,-1
12231,자유민주주의시대,-1
12232,자제력,-1
12233,자제력을,-1
12234,자제력을잃,-1
12235,자주,1
12236,자주하,1
12237,자주하고,1
12238,자처,-1
12239,자처하,-1
12240,자처하며,-1
12241,자청,-1
12242,자청하,-1
12243,자충수,-1
12244,자충수에,-1
12245,자충수에가깝,-1
12246,작,-1
12247,작은,-1
12248,작은섬,-1
12249,작은장기,1
12250,작가,1
12251,작가상,1
12252,작가이,1
12253,작곡가,1
12254,작곡가연구,1
12255,작곡가연구를,1
12256,작동,-1
12257,작동되,-1
12258,작동되는지,-1
12259,작동불량,-1
12260,작동안,-1
12261,작동안되,-1
12262,작법,1
12263,작법이,1
12264,작법이다,1
12265,작업,-1
12266,작업을,-1
12267,작업을뒤,-1
12268,작업을해보,0
12269,작용,1
12270,작용하,1
12271,작전,1
12272,작전계획,1
12273,작품은,1
12274,작품은아니,1
12275,작품하나,0
12276,작품하나를,0
12277,잔뼈,1
12278,잔뼈가,1
12279,잔뼈가굵,1
12280,잔인,-1
12281,잔인하,-1
12282,잔인하ㄴ,-1
12283,잔치,1
12284,잔치상,1
12285,잔치상을,1
12286,잔치상을받,1
12287,잔치판,1
12288,잔털,1
12289,잔털발생,1
12290,잔털발생이,1
12291,잖아,-1
12292,잖아요,-1
12293,잘,1
12294,잘결속,1
12295,잘결속하,1
12296,잘못*,-1
12297,잘못*하*,-1
12298,잘알리,1
12299,잘알리어,1
12300,잘이해,-1
12301,잘이해되,-1
12302,잘입,1
12303,잘입는,1
12304,잘하,-1
12305,잘하지만,-1
12306,잘하,1
12307,잘못,-1
12308,잘못되,-1
12309,잘못되ㄴ,-1
12310,잘못하,-1
12311,잘못하다가,-1
12312,잘못,-1
12313,잘못되,-1
12314,잠들,-1
12315,잠들ㄴ,-1
12316,잠들ㄴ그,-1
12317,잡,-1
12318,잡고,-1
12319,잡고허둥대,-1
12320,잡아,-1
12321,잡아먹,-1
12322,잡지,-1
12323,잡지못하,-1
12324,잡아가,1
12325,잡히,1
12326,장,1
12327,장터,1
12328,장터에,1
12329,장기,-1
12330,장기적,-1
12331,장기적이,-1
12332,장기하나,1
12333,장기하나기증,1
12334,장난,1
12335,장난을,1
12336,장난을치,1
12337,장담,1
12338,장담하,1
12339,장담하ㄹ,1
12340,장대,1
12341,장대하,1
12342,장래,1
12343,장래를,1
12344,장래를촉망,1
12345,장사진,1
12346,장사진을,1
12347,장사진을이루,1
12348,장애,0
12349,장애는,0
12350,장애는뇌,0
12351,장엄,1
12352,장엄하,1
12353,장점,1
12354,장점으로,1
12355,장점으로활용,1
12356,장주,0
12357,장주가,0
12358,장주가되,0
12359,장주이,0
12360,장주이ㄴ,0
12361,잦,-1
12362,잦아,-1
12363,재평가,1
12364,재롱떨*,-1
12365,재롱떨*는*,-1
12366,재롱떨*는*모습,-1
12367,재물,-1
12368,재물도,-1
12369,재미,1
12370,재미가,1
12371,재미가쏠쏠,1
12372,재미가있,1
12373,재미로,1
12374,재미로눈길,1
12375,재미를,1
12376,재미를보,1
12377,재미있,1
12378,재봉틀,0
12379,재봉틀앞,0
12380,재봉틀앞에서,0
12381,재산,-1
12382,재산권,-1
12383,재산권은,-1
12384,재산권을,-1
12385,재산피해,-1
12386,재산피해도,-1
12387,재앙,-1
12388,재연,-1
12389,재연하,-1
12390,재잘대,1
12391,재주,-1
12392,재주꾼,-1
12393,재주많,1
12394,재현,1
12395,재현하,1
12396,쟁이,-1
12397,쟁이곰,-1
12398,쟁쟁,1
12399,쟁쟁하,1
12400,저,-1
12401,저미제,-1
12402,저미제놈,-1
12403,저,-1
12404,저ㄴ,-1
12405,저ㄴ누구,-1
12406,저도,1
12407,저도그,1
12408,저의,-1
12409,저의얘기,-1
12410,저,-1
12411,저성장,-1
12412,저임금,1
12413,저임금노동자,1
12414,저것,-1
12415,저것도,-1
12416,저것도문제,-1
12417,저것이,-1
12418,저것이뭐,-1
12419,저속,-1
12420,저속하*,-1
12421,저술,1
12422,저의,0
12423,저절로,1
12424,저절로물러가,1
12425,저절로생기,1
12426,저절로생기ㅂ니다,1
12427,저지르,-1
12428,저지르어라,1
12429,저하,-1
12430,적,-1
12431,적이,-1
12432,적이없,-1
12433,적이한,-1
12434,적,-1
12435,적지,-1
12436,적지않,-1
12437,적,1
12438,적가치,1
12439,적가치체계,1
12440,적갈등,-1
12441,적경직,1
12442,적경직성,1
12443,적고갈,-1
12444,적고갈상태,-1
12445,적공백,1
12446,적공백을,1
12447,적관심,1
12448,적궁핍,-1
12449,적궁핍의,-1
12450,적도둑,-1
12451,적도둑질,-1
12452,적명징,1
12453,적명징하,1
12454,적문제,-1
12455,적부가,1
12456,적부가가치,1
12457,적비극,-1
12458,적비리,-1
12459,적비리이,-1
12460,적상황,-1
12461,적성취,1
12462,적실상,-1
12463,적실상을,-1
12464,적영혼,1
12465,적영혼에,1
12466,적욕망,-1
12467,적욕망이,-1
12468,적운치,1
12469,적으로,1
12470,적으로강화,1
12471,적으로권,1
12472,적으로그리고,-1
12473,적으로돕,1
12474,적으로뛰,1
12475,적으로멀,-1
12476,적으로보,-1
12477,적으로부족,-1
12478,적으로신속히,1
12479,적으로실현,1
12480,적으로연기,1
12481,적으로유명,1
12482,적으로자리,1
12483,적으로증명,1
12484,적으로진단,0
12485,적으로해결,1
12486,적으로행동,-1
12487,적으로확산,1
12488,적의지,-1
12489,적의지와,-1
12490,적이,1
12491,적이고,1
12492,적이ㄴ,1
12493,적이면서,1
12494,적이어야,0
12495,적인식,1
12496,적인식의,1
12497,적자유,1
12498,적재미,1
12499,적재산,-1
12500,적재산권,-1
12501,적지지,1
12502,적지지를,1
12503,적질병,1
12504,적질병을,1
12505,적집단,-1
12506,적책임,-1
12507,적책임까지,-1
12508,적타협,1
12509,적타협자세,1
12510,적테러,-1
12511,적테러사건,-1
12512,적틀,1
12513,적틀로,1
12514,적편견,1
12515,적평론가,1
12516,적평론가의,1
12517,적행태,-1
12518,적흥취,1
12519,적히스테리,-1
12520,적히스테리시대,-1
12521,적격,1
12522,적격이,1
12523,적극,1
12524,적극검토,1
12525,적극검토하,1
12526,적극나서,1
12527,적극적,1
12528,적극적으로,1
12529,적극적이,1
12530,적극참여,1
12531,적극추천,1
12532,적극추천하,1
12533,적당,1
12534,적당하,1
12535,적도,1
12536,적도보다,1
12537,적도보다뜨겁,1
12538,적막,-1
12539,적막에서,-1
12540,적반하장,-1
12541,적반하장의,-1
12542,적반하장의망동,-1
12543,적어도,-1
12544,적어도내,-1
12545,적어도내가,-1
12546,적응력,-1
12547,적응력이,-1
12548,적응력이빠르,1
12549,적응력이약하,-1
12550,적절,1
12551,적절하,1
12552,적정,1
12553,적정화,1
12554,적합,-1
12555,적합성,-1
12556,적합성을,-1
12557,적합,1
12558,적합하,1
12559,전,0
12560,전에,0
12561,전에하,0
12562,전국,0
12563,전국적,0
12564,전국적으로,0
12565,전념,1
12566,전념하,1
12567,전락,-1
12568,전락하,-1
12569,전략,-1
12570,전례,0
12571,전례없,1
12572,전례없이,0
12573,전망,1
12574,전망이,0
12575,전망하,-1
12576,전무,-1
12577,전무하,-1
12578,전문,1
12579,전문자원,1
12580,전문자원봉사자,1
12581,전문적,1
12582,전문적으로,1
12583,전문화,-1
12584,전문화되,-1
12585,전문가,1
12586,전문가집단,1
12587,전문가집단이,1
12588,전반,1
12589,전반적,1
12590,전반적이,1
12591,전시,1
12592,전시하,1
12593,전시하아,1
12594,전시장,1
12595,전시장으로,1
12596,전시장으로변하,1
12597,전쟁,-1
12598,전쟁범죄,-1
12599,전제,1
12600,전제조건,1
12601,전제조건이,1
12602,전조,0
12603,전조가,0
12604,전조가되,0
12605,전철,-1
12606,전철을,-1
12607,전철을밟,-1
12608,전통,1
12609,전통문화,1
12610,전통문화의,1
12611,전투,1
12612,전투적,1
12613,전투적평론가,1
12614,전하,1
12615,전하ㄴ다고,1
12616,전하ㄴ다고생각,1
12617,전혀,1
12618,전혀거리낌,1
12619,전혀거리낌없이,1
12620,전혀다르*,1
12621,전혀다르*ㄴ,1
12622,전혀다른,1
12623,전혀다른모습,1
12624,전혀뒷받침,-1
12625,전혀뒷받침되,-1
12626,전혀아랑곳,1
12627,전혀아랑곳하,1
12628,전형,-1
12629,전형적,-1
12630,전형적이,-1
12631,전화,1
12632,전화를,1
12633,전화를걸,1
12634,전화번호,1
12635,전화번호에,1
12636,전화기,1
12637,전화기와,1
12638,절감,-1
12639,절감하,-1
12640,절규,-1
12641,절규하,-1
12642,절대,-1
12643,절대나아가,1
12644,절대나아가지,1
12645,절대없,-1
12646,절대없어,-1
12647,절대,-1
12648,절대적,-1
12649,절대적으로,-1
12650,절대정숙,1
12651,절대정숙의,1
12652,절대로,-1
12653,절대로다른,-1
12654,절대로다른건물,-1
12655,절대주의,1
12656,절대주의에서,1
12657,절대주의에서벗어나,1
12658,절도,1
12659,절도있,1
12660,절레절레,-1
12661,절레절레흔들,-1
12662,절레절레흔들는,-1
12663,절로,1
12664,절로신,1
12665,절로신이,1
12666,절망,-1
12667,절망하,-1
12668,절망감,-1
12669,절망감에,-1
12670,절망감에휩싸이,-1
12671,절박,-1
12672,절박하,-1
12673,절반,1
12674,절반가격,1
12675,절실히,1
12676,절실히요청,1
12677,절실히요청되,1
12678,젊,1
12679,젊게,1
12680,젊게살,1
12681,젊은시절,1
12682,젊음,1
12683,젊음의,1
12684,젊음의열정,1
12685,점,0
12686,점들,1
12687,점들이,1
12688,점을,0
12689,점을잊,0
12690,점검,0
12691,점검하,0
12692,점령,-1
12693,점령하,-1
12694,점잖,1
12695,점점,-1
12696,점점고립,-1
12697,점점고립되,-1
12698,점점깊,-1
12699,점점깊어,-1
12700,점진,1
12701,점진적,1
12702,점진적이,1
12703,접근,1
12704,접근하,1
12705,접근하ㄹ,1
12706,정,-1
12707,정을,-1
12708,정을막,-1
12709,정,0
12710,정겹,1
12711,정겹고,1
12712,정겹고익숙,1
12713,정교,1
12714,정교하,1
12715,정기,1
12716,정기를,1
12717,정기를듬뿍,1
12718,정도노래,1
12719,정도노래연습,1
12720,정도늦,-1
12721,정도늦게,-1
12722,정도떨어지,1
12723,정도떨어지ㄴ,1
12724,정도비싸,-1
12725,정도싸,1
12726,정도싸ㄴ,1
12727,정도확보,1
12728,정도확보하,1
12729,정도확신,1
12730,정도확신하,1
